﻿id,authors,title,year,source,publisher,articleurl,citesurl,abstract,fulltexturl,relatedurl,String Search,v1_decision,v1_reason,v2_decision,v2_reason
56,"Z Tian, J Chen, D Wang, Q Zhu, X Fan",Leam++: Learning for selective mutation fault construction,2025,ACM Transactions on ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3725528,"https://scholar.google.com/scholar?cites=11917105444218866871&as_sdt=2005&sciodt=0,5&hl=en"," mutation testing  % in mutation testing, 3.75% in mutation-based test case prioritization, and 15.00% in mutation-based fault localization compared to the four selective mutation testing ",https://dl.acm.org/doi/pdf/10.1145/3725528,"https://scholar.google.com/scholar?q=related:twyKEUMQYqUJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
57,"Là Huang, P Zhao, Là Ma, H Chen",On the challenges of fuzzing techniques via large language models,2025,2025 IEEE International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11120419/,"https://scholar.google.com/scholar?cites=4394928496706547408&as_sdt=2005&sciodt=0,5&hl=en"," In the future, LLM agents may further combine reinforcement  adaptive optimization of test case generation and testing  LLM-based fuzzers provide superior API and code coverage ",https://arxiv.org/pdf/2402.00350,"https://scholar.google.com/scholar?q=related:0G5vsy7s_TwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào k? thu?t fuzzing, không phải sinh Unit Test tự động.",,
58,"Mà Azanza, B Prez Lamancha, E Pizarro",Tracking the moving target: A framework for continuous evaluation of llm test generation in industry,2025,Proceedings of the 29th ,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3756681.3756946,"https://scholar.google.com/scholar?cites=11270287798222660984&as_sdt=2005&sciodt=0,5&hl=en"," continuous evaluation of commercial LLM test generators in in Our methodology incorporates strategies for test case  while SBST achieves higher code coverage, LLM-generated tests ",https://dl.acm.org/doi/pdf/10.1145/3756681.3756946,"https://scholar.google.com/scholar?q=related:eCV7OQobaJwJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,UNSURE,"IC-I: Abstract không đề cập đến GPT-4 ho?c GPT-4o, chỉ nói 'commercial LLM test generators'; IC-E: Không c số liệu cụ thể và? Branch Coverage ho?c Mutation Score trong abstract. C?n full-text để xác minh.",Include,"Đọc full-text, xác nhận đủ IC"
59,"S Onishi, K Kitamura, A Kohiga",Balancing Cost and Quality in LLM-based Test Case Generation by Prompt Engineering,2025,2025 3rd International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11391174/,," test case generation, thereby reducing the need for costly corrective iterations and thus lowering overall costs while maintaining or even improving code coverage a range of LLM models",,"https://scholar.google.com/scholar?q=related:J0TQBNU4V4QJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,UNSURE,"Không c full-text để xác minh IC-I (sử dụng GPT-4 và c kết quả ring), IC-E (số liệu cụ thể và? Branch Coverage/Mutation Score), và IC-T (uy tn của venue).",Include,"Đọc full-text, xác nhận đủ IC"
60,"R Habarneh, H Fawareh",Scenario-Driven Software Testing: Comparative Analysis of Manual and AI-Based Test Case Generation,2025,2025 26th International ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11510542/,," on automated test case generation where large language models (LLMs) (eg, GPT-4) are  The fault detection effectiveness was evaluated using mutation testing for both methods, ",,"https://scholar.google.com/scholar?q=related:kRqBG2h74bQJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,INCLUDE,"p ?ng t?t c? tiêu chí: IC-Là (ti?ng Anh), IC-Y (2025), IC-T (h?i ngh? qu?c t? c peer-review), IC-P (tr?ng tìm sinh test case tự động), IC-I (c sử dụng GPT-4), IC-E (c dnh gi mutation testing)",Include,"Đọc full-text, xác nhận đủ IC"
61,"S Wang, Z Zhong, S Wen, Y Liu",Multi-Agent Assisted Automatic Test Generation for Java JSON Libraries,2025,2025 32nd Asia-Pacific ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11396608/,," -of-the-art LLM-based ATG methods in terms of code coverage and detected bugs.  With  In the first LLM query, we provide the agent with the historical bug-triggering test case to be ",https://arxiv.org/pdf/2410.09414,"https://scholar.google.com/scholar?q=related:YQUz42eAOUsJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,UNSURE,IC-I: Không th? xác nhận việc sử dụng GPT-4 ho?c GPT-4o t? đoạn trích được cung cấp. IC-E: Không thấy số liệu thực nghiệm cụ thể và? Branch Coverage ho?c Mutation Score.,Include,"Đọc full-text, xác nhận đủ IC"
62,"S Zhou, J Wang, H Ye, H Zhou",LWDIFF: An LLM-Assisted Differential Testing Framework for WebAssembly Runtimes,2025,2025 IEEE/ACM ,discovery.ucl.ac.uk,https://discovery.ucl.ac.uk/id/eprint/10222953/,"https://scholar.google.com/scholar?cites=6266582449620129308&as_sdt=2005&sciodt=0,5&hl=en"," new code coverage [22], [25], [23]. Otherwise, we will also randomly add a qualifying test case  We summarize the code coverage and detected bug count for each baseline in Table IV (",https://discovery.ucl.ac.uk/id/eprint/10222953/1/ICSE55347.2025.00233.pdf,"https://scholar.google.com/scholar?q=related:HBZOQYlf91YJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào kiểm thử differential cho WebAssembly runtimes, không phải sinh Unit Test tự động cho Java/Python. EC-O: Sai ch? d? task (kiểm thử runtime, không phải unit test).",,
63,"AA Vmos, A Kovri, G Kertsz",Evaluating the Effectiveness of AI-Generated Test Cases for Industrial Applications,2026,2026 IEEE 24th World ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11420731/,," , test case generation, and large language model. The search  examined the applicability of LLM-generated test cases for  interest in LLM-based solutions for testing is growing, LLM-",,"https://scholar.google.com/scholar?q=related:vYXlS5IPHo4J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,IC-I: Không đề cập sử dụng GPT-4; IC-E: Không c số liệu coverage; EC-S: S? trang 0 (dưới 4 trang).,,
64,"J Cordeiro, S Noei, Y Zou",LLM-Driven Code Refactoring: Opportunities and Limitations,2025,2025 IEEE/ACM Second IDE ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11052685/,"https://scholar.google.com/scholar?cites=12236558554458443249&as_sdt=2005&sciodt=0,5&hl=en"," asking LLM to generate a refactoring that can pass the test case. Moreover, mutation testing  [23] explores the integration of mutation testing with refactoring tools to reveal behavioral ",,"https://scholar.google.com/scholar?q=related:8U3DVyz90KkJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào ti c?u trc mà ngu?n (code refactoring), không phải sinh Unit Test tự động. IC-P: Tr?ng tìm c?t li không phải là sinh Unit Test.",,
65,"A Mastropaolo, R Kuhn, J Voas",From Heuristics to Intelligence: Large Language Model-Driven Test Case Generation,2025,Computer,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11285930/,"https://scholar.google.com/scholar?cites=1358083133292566955&as_sdt=2005&sciodt=0,5&hl=en"," By grounding generation in these intentions, the LLM  , yielding substantial gains in code coverage and fault detection.  utilizes mutation testing principles by reengaging the LLM with ",,"https://scholar.google.com/scholar?q=related:q1laD2rh2BIJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-I: Abstract không đề cập đến việc sử dụng GPT-4 ho?c GPT-4o, không dp ?ng tiêu chí bắt buộc và? mà hnh.",,
66,"CT Tran, P Van Huy",A Study on the Application of Large Language Models for Library Security Testing Under Low-Resource Conditions,2025,International Conference on Computational ,Springer,https://link.springer.com/chapter/10.1007/978-3-031-98164-7_19,"https://scholar.google.com/scholar?cites=15659717167072358679&as_sdt=2005&sciodt=0,5&hl=en"," execution of LLM-generated fuzz targets and produces corresponding code coverage reports.  generated by the LLM, and subsequently using the source code analysis provided by the ",,"https://scholar.google.com/scholar?q=related:FzFvcst9UtkJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,IC-P: Bi bo tập trung vào kiểm thử bảo mật thu vi?n (fuzzing) thay và sinh unit test tự động cho Java/Python.,,
67,"T Pan, P Liu, Y Li",Review of Large Language Model-Based Software Fault Localization Techniques,2025,2025 12th International Conference on ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11320391/,, an LLM to crash reasoning by finetuning on synthetic traces produced via mutation testing  Automatic mutation test case generation via dynamic symbolic execution[C]//2010 IEEE 21st ,,"https://scholar.google.com/scholar?q=related:tdowWmzM8OkJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo là tổng quan và? k? thu?t định vị lỗi (fault localization), không tập trung vào sinh unit test tự động.",,
68,"T Bardakci, S Demeyer, Mà Beyazit",Test Amplification for REST APIs Using Out-of-the-box Large Language Models,2025,IEEE Software,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10962541/,"https://scholar.google.com/scholar?cites=1764624563322102127&as_sdt=2005&sciodt=0,5&hl=en","  We seeded the LLM with a one happy-day test case for a single API endpoint. In reality, a test suite for a REST API will consist of several tests, possibly end-to-end tests representing ",https://ieeexplore.ieee.org/iel8/52/11024032/10962541.pdf,"https://scholar.google.com/scholar?q=related:byG-4rA0fRgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,EC-A: Không truy c?p được full-text và abstract thiếu số liệu coverage,,
69,"J Sun, Z Yin, H Zhang, X Chen, W Zheng",Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,2025,Automated Software ,Springer,https://link.springer.com/article/10.1007/s10515-024-00483-4,"https://scholar.google.com/scholar?cites=4436218300894920166&as_sdt=2005&sciodt=0,5&hl=en"," , to guide the LLM in generating and optimizing the test case set,  -step requests to the LLM, help the LLM understand the functionality  coverage usually leads to higher branch coverage. ",https://assets-eu.researchsquare.com/files/rs-4666159/v1_covered_5b46094b-7bc5-40cb-8244-4c27c750343f.pdf,"https://scholar.google.com/scholar?q=related:5r3tYgqdkD0J:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào sinh seed cho fuzz testing smart contract, không phải sinh Unit Test tự động cho Java/Python.",,
70,"G Guerrero-Contreras, S Balderas-Daz",A Comprehensive Review on Equivalent Mutant Detection Using Machine Learning,2025, Research Challenges in ,Springer,https://link.springer.com/chapter/10.1007/978-3-031-92474-3_4,," by any test case, as they are functionally indistinguishable from the original [3]. Their presence introduces noise into mutation testing  LLM approaches have introduced preprocessing ",https://rodin.uca.es/bitstream/handle/10498/37666/_RCIS2025__AAV__Springer__A_comprehensive_review_on_Equivalent_Mutant_detection_using_Machine_Learning.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:_kuPVgNVYJgJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P, EC-O: Bi bo tập trung vào pht hi?n equivalent mutant, không phải sinh Unit Test tự động.",,
71,"Z Yang, H Peng, Y Jiang, X Li, H Du, S Wang",ChatHTTPFuzz: large language model-assisted IoT HTTP fuzzing,2025,International Journal of ,Springer,https://link.springer.com/article/10.1007/s13042-024-02527-3,"https://scholar.google.com/scholar?cites=18064533208748908058&as_sdt=2005&sciodt=0,5&hl=en"," intelligently change field values to enable more precise testing and improve code coverage. During this process, LLM first analyzes the backend code associated with the HTTP packet ",https://arxiv.org/pdf/2411.11929,"https://scholar.google.com/scholar?q=related:Gt65TD4dsvoJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"EC-O: Bi bo tập trung vào fuzzing HTTP cho IoT, không phải sinh Unit Test tự động (Java/Python).",,
72,VDP Nguyen,Large Language Models for Automated Network Protocol Testing: A Survey,2025,2025 IEEE World AI IoT ,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/11105345/,"https://scholar.google.com/scholar?cites=13937526207745926778&as_sdt=2005&sciodt=0,5&hl=en"," (LLMs) for automated test case generation in network protocols,  However, PROSPERs utilization of an LLM introduces  and achieved significantly higher code coverage compared to ",https://sepehram.github.io/pubs/aiiot25.pdf,"https://scholar.google.com/scholar?q=related:eqZk5D0KbMEJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào kiểm thử giao th?c mà?ng, không phải sinh Unit Test tự động cho Java/Python.",,
73,"C Sun, Và Agashe, S Chakraborty, J Taneja",ClassInvGen: Class invariant synthesis using large language models,2025, Symposium on AI ,Springer,https://link.springer.com/chapter/10.1007/978-3-031-99991-8_4,"https://scholar.google.com/scholar?cites=426042313236683684&as_sdt=2005&sciodt=0,5&hl=en"," We demonstrate that ClassInvGen outperforms a pure LLM- To evaluate completeness, we use mutation testing. This  incorrect Daikon invariants that pass unit test validation. These ",https://arxiv.org/pdf/2502.18917,"https://scholar.google.com/scholar?q=related:pBvCAzqb6QUJ:scholar.google.com/&scioq=%22large+language+model%22%7Cllm%7C%22gpt+4%22+%22unit+test%22%7C%22test+case%22+%22branch+coverage%22%7C%22code+coverage%22%7C%22mutation+score%22%7C%22mutation+testing%22&hl=en&as_sdt=0,5&as_ylo=2025&as_yhi=2026",String B,EXCLUDE,"IC-P: Bi bo tập trung vào t?ng h?p class invariant, không phải sinh unit test tự động. EC-O: Sai ch? d?, không phải unit test generation.",,
